,Name,phenotype,reviewCount,topEffect,thc,subtitle
1450,"Hawaiian,Cookies",Hybrid,34,Hungry,22.0,"Hawaiian,GSC,,Hawaiian,Girl,Scout,Cookies"
1451,"Purple,Paralysis",Hybrid,34,Sleepy,17.0,"Jellyfish,Bud"
1452,"The,Cough",Sativa,34,Energetic,23.0,"The,Coff"
1453,"Candy,Rain",Hybrid,34,Aroused,19.0,
1454,Bonkers,Hybrid,34,Euphoric,25.0,Bonkerz
1455,"Citrus,Sunshine,Haze",Hybrid,34,Creative,24.0,"Sunshine,Haze,,Citrus,Haze"
1456,"Jack,Wreck",Sativa,34,Uplifted,15.0,
1457,"Sequoia,Strawberry",Sativa,34,Uplifted,24.0,
1458,"White,Dream",Hybrid,34,Uplifted,,"White,Widow,Dream"
1459,Bananas,Hybrid,34,Relaxed,17.0,"B1,,B1,Bananas,,Banana"
1460,"Black,'84",Indica,34,Sleepy,13.0,"UW,Black,'84,,Black,1984"
1461,"Hawaiian,Sativa",Sativa,34,Uplifted,,
1462,"Suzy,Q",Hybrid,34,Focused,1.0,
1463,Kushage,Hybrid,34,Aroused,,
1464,Astroboy,Sativa,34,Energetic,,
1465,Frostbite,Sativa,34,Talkative,18.0,
1466,"Tropical,Runtz",Hybrid,33,Uplifted,24.0,"Tropical,Runts"
1467,"Skunk,Ape",Indica,33,Relaxed,14.0,
1468,Truffle,Hybrid,33,Sleepy,24.0,"Truffles,,Trufflez"
1469,"Pura,Vida",Hybrid,33,Giggly,23.0,
1470,"Poochie,Love",Sativa,33,Energetic,,
1471,"Hashplant,Haze",Sativa,33,Happy,13.0,"Hash,Haze"
1472,"Captain,America,OG",Hybrid,33,Euphoric,,
1473,"Tropicana,Punch",Hybrid,33,Focused,18.0,
1474,"The,Vision",Hybrid,33,Tingly,21.0,
1475,"Mad,Dawg",Hybrid,33,Euphoric,18.0,"Mad,Dog"
1476,"BC,Roadkill",Hybrid,33,Giggly,,
1477,"Mango,Sapphire",Hybrid,33,Happy,24.0,
1478,"Waffle,Cone",Hybrid,33,Talkative,,
1479,"Panda,OG",Hybrid,33,Focused,,Panda
1480,"Glad,Max",Hybrid,33,Euphoric,,
1481,"Lavender,Haze",Sativa,33,Energetic,19.0,"G13,Haze,Lavender"
1482,Gruntz,Hybrid,33,Tingly,,
1483,"Purple,Apricot",Hybrid,33,Relaxed,15.0,
1484,"Michael,Phelps,OG",Hybrid,33,Talkative,,"Michael,Phelps,OG,Kush"
1485,"Full,Moon",Sativa,33,Energetic,13.0,
1486,"Blueberry,Blast",Sativa,33,Energetic,,
1487,"Sour,Blueberry",Hybrid,33,Energetic,12.0,"Sour,Berry,,Sour,Berry,Blue"
1488,"Citrus,Punch",Sativa,33,Uplifted,17.0,
1489,"Lime,OG",Hybrid,33,Tingly,22.0,
1490,"Blue,Bastard",Indica,33,Sleepy,,
1491,"Blackberry,Lime,Haze",Sativa,33,Energetic,14.0,
1492,"Killing,Fields",Sativa,33,Energetic,,
1493,"Kubbie,Kush",Indica,33,Sleepy,,
1494,Argyle,Indica,33,Sleepy,,
1495,J-27,Sativa,33,Energetic,19.0,
1496,"Guava,Dawg",Hybrid,32,Giggly,20.0,
1497,Sherbacio,Hybrid,32,Talkative,18.0,
1498,"Gorilla,Blue",Hybrid,32,Talkative,20.0,
1499,"Gorilla,Girl",Hybrid,32,Uplifted,22.0,
1500,"Gorilla,Girl",Hybrid,32,Uplifted,22.0,
1501,"Orange,Pie",Hybrid,32,Hungry,,
1502,Jazz,Hybrid,32,Uplifted,13.0,
1503,Chronald,Hybrid,32,Uplifted,,
1504,"Bubblegum,Gelato",Indica,32,Relaxed,19.0,"Bubble,Gum,Gelato,,BG,Gelato"
1505,Tardis,Sativa,32,Talkative,22.0,
1506,"Day,Tripper",Hybrid,32,Focused,16.0,
1507,"Rare,Dankness,#1",Indica,32,Giggly,12.0,"House,of,Dankness,,Rare,Dankness"
1508,"Holy,Roller",Hybrid,32,Happy,,
1509,"Diamond,Dust",Hybrid,32,Energetic,1.0,
1510,"Wellness,OG",Hybrid,32,Euphoric,,
1511,"Butter,OG",Indica,32,Sleepy,19.0,
1512,"Purple,Gelato",Hybrid,32,Hungry,26.0,
1513,"Peanut,Butter,and,Jelly",Hybrid,32,Hungry,,"PBJ,,PB&J"
1514,"Grapes,and,Cream",Hybrid,32,Sleepy,25.0,"Grapes,'n,Cream"
1515,"Caramel,Apple,Gelato",Hybrid,32,Focused,17.0,
1516,"Gorilla,Blue",Hybrid,32,Talkative,20.0,
1517,"Sunny,D",Hybrid,32,Happy,18.0,"Sunny,Delight"
1518,"Doc’s,OG",Hybrid,32,Relaxed,16.0,"Doc,OG"
1519,"Panama,Punch",Sativa,32,Happy,21.0,
1520,Omega,Hybrid,32,Tingly,,
1521,"Boysenberry,",Hybrid,32,Energetic,,
1522,"El,Niño",Hybrid,32,Sleepy,,
1523,Spritzer,Hybrid,32,Aroused,32.0,
1524,"Zelly’s,Gift",Sativa,32,Energetic,18.0,
1525,"Sour,LSD",Hybrid,32,Energetic,15.0,
1526,"Guava,Dawg",Hybrid,32,Giggly,20.0,
1527,"Banana,MAC",Hybrid,32,Happy,19.0,"Banana,Miracle,Alien,Cookies"
1528,Sherbacio,Hybrid,32,Talkative,18.0,
1529,"Spirit,of,'76",Hybrid,31,Talkative,,
1530,"White,Wedding",Hybrid,31,Relaxed,25.0,
1531,Harmony,Hybrid,31,Creative,,
1532,"Sour,Bubba",Indica,31,Giggly,20.0,
1533,"Think,Different",Hybrid,31,Energetic,,
1534,"Sonoma,Coma",Sativa,31,Hungry,18.0,
1535,"VOTS,AZ,Super,Sour,OG",Hybrid,31,Giggly,,"AZ,SS,OG"
1536,"Hawaiian,Fire",Hybrid,31,Hungry,19.0,
1537,"Jawa,Pie",Indica,31,Sleepy,20.0,
1538,Megalodon,Sativa,31,Uplifted,,
1539,Chupacabra,Hybrid,31,Happy,19.0,
1540,"Raspberry,Parfait",Hybrid,31,Creative,21.0,
1541,"Root,Beer,Float",Hybrid,31,Relaxed,19.0,
1542,"Orange,43",Hybrid,31,Energetic,18.0,
1543,Schrom,Sativa,31,Energetic,20.0,
1544,"Mandarin,Zkittlez",Hybrid,31,Sleepy,19.0,"Mandarin,Zkittles,,Mandarin,Skittles"
1545,"Critical,Plus,2.0",Indica,31,Aroused,19.0,
1546,Bluniverse,Hybrid,31,Euphoric,20.0,"Blue,Universe"
1547,Versace,Hybrid,31,Focused,14.0,
1548,"Big,Sur,Holy,Weed",Sativa,31,Energetic,18.0,"Big,Sur,Holy,Bud,,BSHB,,BSHW"
1549,"Lime,Green,Skunk",Hybrid,31,Uplifted,15.0,
1550,Trident,Hybrid,31,Focused,3.0,
1551,"BC,Sweet,Tooth",Indica,31,Sleepy,24.0,"British,Columbia,Sweet,Tooth"
1552,"Mother,Tongue",Sativa,31,Energetic,19.0,
1553,"White,Slipper",Hybrid,31,Talkative,,
1554,"Super,Sour,Widow",Hybrid,31,Energetic,,
1555,"Space,Monkey",Hybrid,31,Giggly,22.0,
1556,Margalope,Hybrid,31,Focused,,
1557,"Electric,Kool,Aid",Hybrid,31,Aroused,18.0,
1558,"Truffle,Butter",Indica,31,Aroused,,"Truffle,Budder"
1559,"Laughing,Gas",Hybrid,31,Talkative,19.0,
1560,"Sour,Kosher",Hybrid,30,Uplifted,21.0,
1561,"White,Haze",Sativa,30,Energetic,,
1562,"Kona,Gold",Sativa,30,Energetic,17.0,Kona
1563,"Lemon,Banana,Sherbet",Hybrid,30,Uplifted,19.0,
1564,"Electric,Lemonade",Sativa,30,Creative,17.0,
1565,"Master,Skunk",Hybrid,30,Relaxed,23.0,"Master,Kush,Skunk,,Master,Skush,,Master,Skoosh"
1566,"Unicorn,Poop",Hybrid,30,Relaxed,24.0,
1567,Caramelo,Sativa,30,Tingly,16.0,
1568,"LA,Affie",Indica,30,Sleepy,,"OG,LA,Affie,,Afghan,Bombay,Kush"
1569,"Chem,D.O.G.",Indica,30,Sleepy,19.0,
1570,"Grape,OG",Hybrid,30,Happy,16.0,
1571,"Collins,Ave",Hybrid,30,Aroused,22.0,
1572,"Hazelnut,Cream",Hybrid,30,Happy,21.0,
1573,"Head,Trip",Hybrid,30,Happy,16.0,
1574,"Buddha's,Hand",Hybrid,30,Energetic,17.0,"Buddha's,Hands"
1575,"Gas,Monkey",Hybrid,30,Hungry,19.0,
1576,"Candy,Store",Hybrid,30,Happy,24.0,
1577,"High,School,Sweetheart",Hybrid,30,Happy,20.0,
1578,"Purple,Hashplant",Hybrid,30,Sleepy,,
1579,Gravity,Indica,30,Aroused,,
1580,"OG,Strawberry",Hybrid,30,Sleepy,,"Strawberry,OG,,Strawberry,OG,Kush"
1581,Enigma,Indica,30,Sleepy,,"Enigma,OG"
1582,Belladonna,Hybrid,30,Sleepy,15.0,
1583,"Ghost,Bubba",Hybrid,30,Euphoric,,
1584,"Blue,Velvet",Hybrid,30,Aroused,,"Blue,Thai,,Blueberry,Thai"
1585,"Skunk,47",Indica,30,Relaxed,15.0,"AK,Skunk"
1586,"Dakini,,Kush",Indica,30,Sleepy,,
1587,"Blackberry,Rhino",Indica,30,Relaxed,,"Blackberry,White"
1588,"Florida,Orange",Hybrid,30,Giggly,16.0,
1589,"Gelato,45",Hybrid,30,Relaxed,22.0,
1590,"Ooh,La,La",Hybrid,30,Aroused,20.0,
1591,"Rainbow,Runtz",Indica,30,Hungry,,"Rainbow,Runts"
1592,"Cherry,Chem",Hybrid,30,Creative,20.0,
1593,"Cake,Batter",Hybrid,30,Talkative,23.0,
1594,"Flo,White",Hybrid,30,Energetic,18.0,"Flow,White"
1595,Snowman,Hybrid,30,Hungry,23.0,"Snowman,OG"
1596,"Lemon,Dosidos",Hybrid,29,Euphoric,16.0,"Lemon,Dosi,,Lemon,Do-Si-Dos"
1597,"Thai,Haze",Sativa,29,Aroused,,
1598,"Strawberry,Mango,Haze",Sativa,29,Uplifted,20.0,
1599,"Black,Bubba",Indica,29,Sleepy,23.0,
1600,"Mint,Cake",Hybrid,29,Tingly,22.0,"Cake,Mints,,Cake,Mintz"
1601,"Serious,Happiness",Hybrid,29,Happy,,
1602,"Crimea,Blue",Hybrid,29,Sleepy,20.0,
1603,Pamelina,Indica,29,Tingly,,
1604,"Medicine,Woman",Hybrid,29,Uplifted,29.0,
1605,Zen,Hybrid,29,Focused,17.0,
1606,"Haze,Berry",Sativa,29,Energetic,22.0,
1607,"Pure,Michigan",Hybrid,29,Relaxed,29.0,
1608,"Sour,Dubb",Hybrid,29,Talkative,18.0,"Sour,Dubble,,Sour,Double,,Sour,Dubb,Dawg"
1609,"First,48",Hybrid,29,Relaxed,21.0,
1610,Gummiez,Hybrid,29,Giggly,21.0,
1611,"French,Toast",Hybrid,29,Hungry,16.0,"Stuffed,French,Toast"
1612,"Peach,Ringz",Hybrid,29,Happy,21.0,
1613,"Lemon,Sour,Diesel",Hybrid,29,Energetic,16.0,
1614,"Durban,Berry",Hybrid,29,Creative,18.0,
1615,"Banana,Cream,Cake",Hybrid,29,Happy,17.0,"Banana,Cake"
1616,"Mike,Larry",Hybrid,29,Talkative,,
1617,"Banana,Bread",Hybrid,29,Tingly,22.0,
1618,Marmalade,Hybrid,29,Aroused,16.0,
1619,"Cake,Breath",Hybrid,29,Uplifted,23.0,
1620,"Pure,Michigan",Hybrid,29,Relaxed,29.0,
1621,"Haze,Berry",Sativa,29,Energetic,22.0,
1622,Elderberry,Hybrid,29,Sleepy,19.0,"Elderberry,Kush"
1623,Pamelina,Indica,29,Tingly,,
1624,"Banana,Cream,Cake",Hybrid,29,Happy,17.0,"Banana,Cake"
1625,"Glass,Apple",Hybrid,29,Energetic,,
1626,"Punky,Lion",Indica,29,Relaxed,,
1627,"Durban,Berry",Hybrid,29,Creative,18.0,
1628,"Gilz,Nilz",Hybrid,29,Happy,20.0,
1629,"Endless,Sky",Indica,29,Sleepy,,
1630,"Misty,Kush",Indica,29,Happy,17.0,Misty
1631,"Blackberry,Haze",Sativa,29,Happy,19.0,
1632,"Dog,Patch",Hybrid,29,Talkative,,
1633,"Strawberry,Blondie",Hybrid,29,Euphoric,,
1634,"Emperor,Cookie,Dough",Hybrid,29,Uplifted,20.0,
1635,Earthquake,Hybrid,29,Creative,,
1636,Slazerbeam,Sativa,28,Energetic,,
1637,"Divorce,Cake",Hybrid,28,Sleepy,19.0,
1638,"Pacific,Blue",Indica,28,Sleepy,18.0,
1639,Sourlope,Sativa,28,Focused,22.0,
1640,Bootylicious,Hybrid,28,Happy,18.0,
1641,"Chemdog,#4,x,Alien,OG,Kush",Hybrid,28,Energetic,,"Chemdawg,#4,x,Alien,OG,Kush"
1642,"Platinum,Cake",Hybrid,28,Tingly,20.0,"Platinum,Cheese,Cake,,Platinum,Cheesecake"
1643,"Bob,Saget",Sativa,28,Talkative,,"The,Bob"
1644,"Golden,State,Banana",Indica,28,Hungry,,
1645,"Trophy,Wife",Hybrid,28,Uplifted,25.0,
1646,Garlicane,Hybrid,28,Tingly,23.0,
1647,"Black,Truffle",Hybrid,28,Aroused,18.0,
1648,"Stella,Blue",Sativa,28,Energetic,21.0,
1649,Mammoth,Hybrid,28,Focused,,
1650,"Ice,Cream,Cookies",Indica,28,Hungry,26.0,
1651,"Brains,Damage",Indica,28,Sleepy,,
1652,"Road,Dawg",Hybrid,28,Relaxed,22.0,"Road,Dog"
1653,Glueberry,Hybrid,28,Aroused,19.0,"Glueberry,OG"
1654,"Lemon,Ice",Sativa,28,Energetic,17.0,
1655,"Grape,Lime,Ricky",Hybrid,28,Relaxed,14.0,GLR
1656,"Karma,Bitch",Hybrid,28,Creative,,
1657,Goldberry,Indica,28,Creative,,"Goldenberry,,Blue,Gold"
1658,"Iron,Triangle",Hybrid,28,Happy,,
1659,Appalachia,Hybrid,28,Talkative,21.0,
1660,SleeStack,Sativa,28,Talkative,16.0,
1661,"Holy,Grail",Hybrid,28,Tingly,20.0,
1662,"Red,Dwarf",Indica,28,Sleepy,,
1663,"Lemon,Icing",on,28,Energetic,,
1664,P-51,Indica,28,Tingly,,
1665,Rene,Hybrid,28,Aroused,,
1666,"King's,Bread",Sativa,28,Creative,18.0,"King's,Breath"
1667,"South,American",Sativa,28,Hungry,,
1668,"Rockstar,Master,Kush",Indica,28,Hungry,,
1669,"Creme,Brulee",Indica,27,Relaxed,21.0,
1670,Outlaw,Sativa,27,Aroused,,
1671,"Blue,Slush",Hybrid,27,Relaxed,,"Blue,Slushee,,Blue,Slushie"
1672,"Jungle,Juice",Hybrid,27,Sleepy,11.0,
1673,"Big,White",Indica,27,Sleepy,,
1674,"Casino,Kush",Hybrid,27,Sleepy,,
1675,"Chem,de,la,Chem",Sativa,27,Hungry,18.0,
1676,"Buckeye,Purple",Indica,27,Sleepy,15.0,
1677,"Gelato,Runtz",Hybrid,27,Euphoric,21.0,
1678,"Pootie,Tang",Hybrid,27,Talkative,,
1679,"Watermelon,Gelato",Hybrid,27,Giggly,18.0,
1680,"Treasure,Island",Hybrid,27,Focused,,
1681,"Blue,Zushi",Hybrid,27,Tingly,,
1682,"All,Gas,OG",Indica,27,Hungry,,"Gas,,Asphalt,Plant"
1683,"Slap,and,Tickle",Hybrid,27,Hungry,24.0,"Slap,N,Tickle,,Slap,&,Tickle"
1684,"Atomic,Apple",Hybrid,27,Uplifted,,
1685,"Cement,Shoes",Indica,27,Aroused,22.0,"Concrete,Slippers,,Concrete,Shoes"
1686,"Garlic,Budder",Hybrid,27,Focused,20.0,"Garlic,Butter"
1687,"Lemon,Mints",Hybrid,27,Tingly,22.0,
1688,"Passion,Fruit",Sativa,27,Energetic,,
1689,"Special,K",Hybrid,27,Happy,20.0,
1690,"Jah,Goo",Indica,27,Sleepy,17.0,
1691,"Jamaican,Lion",Sativa,27,Uplifted,,
1692,"Peanut,Butter,Gelato",Hybrid,27,Sleepy,,
1693,"Blackberry,Hashplant",Indica,27,Sleepy,24.0,
1694,"Ultra,Sonja",Hybrid,27,Focused,,
1695,"Palm,Tree,CBD",Indica,27,Relaxed,,
1696,ChemWreck,Hybrid,27,Giggly,,
1697,Alohaberry,Hybrid,27,Energetic,,
1698,"Grand,Hindu",Indica,26,Sleepy,,
1699,"Beach,Wedding",Hybrid,26,Tingly,19.0,
1700,Jokerz,Hybrid,26,Focused,24.0,
1701,Jacked-Up,Hybrid,26,Energetic,19.0,
1702,"Durban,Cheese",Hybrid,26,Uplifted,17.0,
1703,Cronuts,Hybrid,26,Relaxed,,"Cronuts,#4"
1704,"Starry,Night",Hybrid,26,Focused,,
1705,"Sugar,Punch",Hybrid,26,Creative,17.0,
1706,"Platinum,Punch",Hybrid,26,Focused,15.0,
1707,"Afghan,Big,Bud",Indica,26,Euphoric,,"Afghani,Big,Bud"
1708,"Grateful,Breath",Hybrid,26,Sleepy,,
1709,"Royal,Wedding",Hybrid,26,Relaxed,21.0,"Royal,Wedding,Cake"
1710,Hammerhead,Indica,26,Tingly,24.0,
1711,Lemonnade,Hybrid,26,Focused,,"The,Original,Lemonnade,,Lemonade"
1712,"Sonny,G",Hybrid,26,Focused,16.0,
1713,P-91,Hybrid,26,Euphoric,,"Fuck,Yeah"
1714,"Frosted,Cherry,Cookies",Hybrid,26,Tingly,25.0,"Frosted,Cookies"
1715,Lemonder,Hybrid,26,Giggly,16.0,
1716,"White,Dragon",Indica,26,Tingly,,
1717,Critical,Hybrid,26,Sleepy,19.0,
1718,Frida,Indica,26,Relaxed,,
1719,Lemonatti,Hybrid,26,Focused,26.0,
1720,"Cookie,Breath",Hybrid,26,Happy,12.0,
1721,"Blackberry,Diesel",Sativa,26,Energetic,12.0,"Blackberry,Sour"
1722,"Sour,Garlic,Cookies",Hybrid,26,Euphoric,28.0,
1723,"London,Mints",Hybrid,26,Relaxed,20.0,"London,Pound,Mints,,London,Pound,Mintz,,London,Mintz"
1724,"Ice,Cream,Gelato",Hybrid,26,Giggly,,
1725,"Paradise,Circus",Hybrid,26,Uplifted,20.0,
1726,"Harry,Potter",Hybrid,26,Uplifted,,
1727,"White,Sangria",Hybrid,26,Uplifted,,
1728,"Thor's,Hammer",Sativa,26,Aroused,23.0,
1729,"Maui,Mango,Diesel",Hybrid,26,Energetic,16.0,
1730,"Truffle,Cake",Hybrid,26,Uplifted,,
1731,"Sundae,Sunset",Hybrid,26,Hungry,,
1732,"Dream,'n,Sour",Sativa,26,Focused,,"Dream,N,Sour"
1733,"Sweet,Deep,Grapefruit",Indica,26,Hungry,,
1734,"Early,Lemon,Berry",Hybrid,26,Happy,13.0,
1735,Crippy,Hybrid,26,Relaxed,,
1736,"Tropical,Tang",Hybrid,26,Happy,,
1737,"Amherst,Sour,Diesel",Hybrid,26,Tingly,18.0,
1738,Skydog,Indica,26,Focused,,
1739,"Blackberry,Bubble",Indica,26,Relaxed,16.0,
1740,"Thai,Girl",Hybrid,26,Energetic,,
1741,"LA,Ultra",Indica,26,Tingly,,
1742,Dopium,Hybrid,26,Talkative,,
1743,"Hell's,Bells",Indica,26,Aroused,24.0,
1744,"Morning,Star",Hybrid,26,Uplifted,,
1745,"Russian,Rocket,Fuel",Hybrid,26,Hungry,,
1746,Cream,Hybrid,25,Focused,14.0,
1747,"Spiked,Punch",Hybrid,25,Euphoric,,
1748,"Strawberry,Satori",Sativa,25,Creative,,
1749,"Russian,Assassin",Indica,25,Euphoric,21.0,"Russian,Assassin,OG,,Russian,Assassin,OG,Kush"
1750,"Sour,Poison",Sativa,25,Energetic,,"Sour,Durban"
1751,22,Hybrid,25,Energetic,20.0,
1752,"Sonic,Screwdriver",Sativa,25,Giggly,18.0,
1753,"Black,Raspberry",Hybrid,25,Relaxed,23.0,
1754,"Jimi,Hendrix",Hybrid,25,Creative,17.0,
1755,"Pop,Rox",Hybrid,25,Euphoric,,"Pop,Rocks"
1756,"Devil,Fruit",Indica,25,Tingly,,
1757,"Blue,Dream,CBD",Hybrid,25,Uplifted,17.0,
1758,"Blue,Monster",Indica,25,Hungry,29.0,
1759,LVPK,Hybrid,25,Aroused,,"Las,Vegas,Purple,Kush"
1760,"Sour,Breath",Sativa,25,Focused,25.0,
1761,"Alien,Sour,Apple",Hybrid,25,Creative,13.0,
1762,"Watermelon,Mimosa",Hybrid,25,Energetic,26.0,
1763,"Coffee,Ice,Cream",Hybrid,25,Sleepy,,
1764,Bombsicle,Hybrid,25,Aroused,,
1765,"Captain,Crunch",Hybrid,25,Tingly,15.0,
1766,Zoap,Hybrid,25,Relaxed,22.0,
1767,Prenup,Hybrid,25,Aroused,,"Pre,Nup,,Pre-Nup"
1768,"Angel,OG",Indica,25,Sleepy,,
1769,"Sticky,Buns",Hybrid,25,Sleepy,23.0,
1770,"Florida,Kush",Hybrid,25,Sleepy,24.0,
1771,"Jack's,Dream",Hybrid,25,Focused,16.0,
1772,"Gorilla,Biscuit",Indica,25,Sleepy,,
1773,"Stevie,Wonder",Hybrid,25,Focused,,
1774,"Scout's,Honor",Hybrid,25,Relaxed,23.0,
1775,"Purple,Bud",Indica,25,Sleepy,16.0,
1776,"Juicy,Jack",Hybrid,25,Talkative,,
1777,"White,MAC",Hybrid,25,Talkative,,"White,Miracle,Alien,Cookies"
1778,"Sapphire,Star",Hybrid,25,Giggly,24.0,Sapphire
1779,Rubicon,Hybrid,25,Relaxed,,
1780,"Atomical,Haze",Sativa,25,Talkative,,Atomical
1781,"L'Eagle,Eagle",Hybrid,25,Energetic,,
1782,"92,Cookies",Hybrid,25,Energetic,,
1783,"Chong,Star",Hybrid,25,Relaxed,,
1784,"OG's,Pearl",Indica,25,Sleepy,25.0,
1785,"Lucid,Blue",Sativa,24,Uplifted,18.0,
1786,"Dirty,Taxi",Hybrid,24,Uplifted,27.0,
1787,"Baby,Yoda",Hybrid,24,Talkative,24.0,Grogu
1788,"Purple,Power",Sativa,24,Talkative,,
1789,"Orange,Zkittlez",Hybrid,24,Uplifted,21.0,
1790,"Legend,of,Nigeria",Sativa,24,Focused,,
1791,"Mango,Sherbert",Hybrid,24,Creative,17.0,
1792,"Rae,Bae",Indica,24,Tingly,,
1793,"Double,Purple,Doja",Indica,24,Hungry,14.0,"Purple,Doja,,Double,Doja"
1794,"Alien,Inferno",Hybrid,24,Talkative,21.0,
1795,Blucifer,Sativa,24,Uplifted,20.0,
1796,Trix,Sativa,24,Giggly,13.0,
1797,"Blue,Runtz",Hybrid,24,Relaxed,15.0,
1798,"Black,Velvet",Hybrid,24,Hungry,,
1799,"Pinkman,Goo",Indica,24,Euphoric,,
1800,"Batman,OG",Indica,24,Sleepy,18.0,
1801,"Blackberry,Dream",Hybrid,24,Uplifted,15.0,
1802,"Merlot,OG",Indica,24,Sleepy,,
1803,"Moonwalker,Kush",Hybrid,24,Giggly,,
1804,Highwayman,Hybrid,24,Focused,,
1805,"Sugar,Mama",Indica,24,Aroused,,
1806,"Purple,People,Eater",Indica,24,Sleepy,16.0,
1807,"Notorious,THC",Hybrid,24,Talkative,19.0,
1808,"Crazy,Miss,Hyde",Hybrid,24,Energetic,22.0,
1809,"Himalayan,Blackberry",Indica,24,Sleepy,21.0,
1810,Afterglow,Indica,24,Relaxed,,
1811,"Mochi,Gelato",Hybrid,24,Giggly,,
1812,"Boggle,Gum",Hybrid,24,Creative,14.0,
1813,"Omega,Dawg",Hybrid,24,Talkative,20.0,"Omega,Dog"
1814,"Skunky,Diesel",Hybrid,24,Talkative,,
1815,"Sweet,Baby,Jane",Indica,24,Sleepy,20.0,
1816,"Rose,Bud",Indica,24,Sleepy,12.0,
1817,"Dr.,Gonzo",Hybrid,24,Euphoric,,
1818,"Jock,Horror",Sativa,24,Euphoric,,
1819,"Dank,Commander",Hybrid,24,Giggly,,
1820,"Blue,Blood",Indica,24,Relaxed,,
1821,Odyssey,Hybrid,24,Focused,,
1822,Sublime,Sativa,24,Uplifted,,
1823,"Sour,Papaya",Hybrid,23,Relaxed,,
1824,"Now,and,Later",Hybrid,23,Tingly,23.0,"Now,N,Later"
1825,"Wedding,Gelato",Hybrid,23,Giggly,,
1826,"Strawberry,Gelato",Hybrid,23,Tingly,20.0,
1827,"Vanilla,Gorilla",Hybrid,23,Relaxed,19.0,
1828,"Space,Jill",Sativa,23,Focused,,
1829,"Purple,Dog,Poop",Hybrid,23,Happy,,"Purple,Dog,Shit"
1830,"Swiss,Tsunami",Sativa,23,Relaxed,,"Swiss,Tsu"
1831,"Krishna,Kush",Indica,23,Sleepy,18.0,
1832,Juliet,Hybrid,23,Energetic,,
1833,"Skunk,Hero",Hybrid,23,Euphoric,19.0,
1834,"Hashbar,OG",Indica,23,Sleepy,19.0,"Hashbar,OG,Kush"
1835,Or,Hybrid,23,Hungry,,
1836,"Hazmat,OG",Hybrid,23,Aroused,22.0,
1837,"One,to,One",Hybrid,23,Focused,,1:1
1838,"East,Coast,Alien",Sativa,23,Uplifted,,
1839,"Tropic,Truffle",Hybrid,23,Talkative,20.0,
1840,"Sunset,MAC",Hybrid,23,Focused,17.0,"Sunny,MAC"
1841,"Coochie,Runtz",Hybrid,23,Tingly,,
1842,"OG,Cookies",Hybrid,23,Hungry,20.0,
1843,"Lemon,Brulee",Hybrid,23,Energetic,,
1844,"Royal,Gorilla",Hybrid,23,Sleepy,21.0,
1845,"Bodega,Bubblegum",Hybrid,23,Giggly,,
1846,"Powdered,Donuts",Hybrid,23,Focused,,
1847,"Gator,Breath",Hybrid,23,Aroused,26.0,
1848,"Casper,OG",Indica,23,Sleepy,21.0,
1849,"Banana,Sundae",Sativa,23,Focused,30.0,
1850,"Jelly,Roll",Indica,23,Sleepy,20.0,
1851,"Biker,Kush",Indica,23,Giggly,14.0,
1852,"Red,Velvet",Hybrid,23,Aroused,,
1853,"Garlic,Mints",Indica,23,Happy,24.0,
1854,"Pakistan,Valley",Indica,23,Sleepy,18.0,"Pakistan,Valley,Kush"
1855,"Killer,Cupcakes",Hybrid,23,Euphoric,,Cupcakes
1856,"Pure,Love",Indica,23,Hungry,,
1857,"Zour,Apples",Hybrid,23,Relaxed,,
1858,"Planet,of,the,Grapes",Hybrid,23,Relaxed,,
1859,"Dutch,Queen",Hybrid,23,Uplifted,,
1860,"Jelly,Roll",Indica,23,Sleepy,20.0,
1861,"Red,Velvet",Hybrid,23,Aroused,,
1862,"Bodega,Bubblegum",Hybrid,23,Giggly,,
1863,"Zour,Apples",Hybrid,23,Relaxed,,
1864,"Now,and,Later",Hybrid,23,Tingly,23.0,"Now,N,Later"
1865,"Powdered,Donuts",Hybrid,23,Focused,,
1866,"Wedding,Gelato",Hybrid,23,Giggly,,
1867,"Strawberry,Gelato",Hybrid,23,Tingly,20.0,
1868,"Dosi-Woah!,R1",Hybrid,22,Tingly,,
1869,"Unicorn,Piss",Hybrid,22,Aroused,24.0,
1870,"Blood,Orange",Hybrid,22,Focused,21.0,
1871,Barryaire,Hybrid,22,Tingly,,"Berry,Air,,Barry,Air"
1872,"Grandma’s,Sugar,Cookies",Indica,22,Giggly,,
1873,"Godfather,Purple,Kush",Indica,22,Tingly,,
1874,"Forbidden,Jelly",Hybrid,22,Giggly,,
1875,"Spec,Ops",Indica,22,Relaxed,,
1876,"Rainbow,Jones",Indica,22,Relaxed,13.0,
1877,"Nicole,Kush",Indica,22,Sleepy,,
1878,"Durban,Kush",Hybrid,22,Energetic,22.0,
1879,"Nuclear,Cookies",Hybrid,22,Creative,,
1880,"Amethyst,Bud",Hybrid,22,Creative,,
1881,"Sin,City,Kush",Indica,22,Giggly,,
1882,"Killer,Grape",Hybrid,22,Focused,16.0,
1883,"Pineapple,Purps",Sativa,22,Uplifted,,
1884,"Malawi,Gold",Sativa,22,Energetic,18.0,
1885,"Cookie,Glue",Hybrid,22,Relaxed,20.0,
1886,Meltdown,Hybrid,22,Tingly,18.0,
1887,"Double,Dutch",Hybrid,22,Hungry,,
