,Name,phenotype,reviewCount,topEffect,thc,subtitle
3107,Freakshow,Hybrid,8,Energetic,,
3108,"Chocolate,Grape,Diesel",Hybrid,8,Happy,21.0,
3109,"Magic,Purple,Petro",Hybrid,8,Giggly,,"JL's,Magic,Purple,Petro"
3110,"Sweet,Pink,Grapefruit",Hybrid,8,Talkative,,
3111,"La,Bomba",Hybrid,8,Euphoric,25.0,
3112,"Arcata,Trainwreck",Hybrid,8,Focused,17.0,
3113,Gelateria,Hybrid,8,Talkative,,
3114,"Grape,Bubba",Hybrid,8,Happy,15.0,
3115,"Monkey,Berries",Hybrid,8,Euphoric,22.0,"Monkey,Berry"
3116,"Mind,Flayer",Hybrid,8,Sleepy,22.0,
3117,"4,Prophets",on,8,Euphoric,,
3118,"Super,Pink",Hybrid,8,Tingly,,"Super,Pink,Haze"
3119,"Tropical,Trip",on,8,Creative,,
3120,Headcracker,Hybrid,8,Uplifted,,"Head,Cracker"
3121,"Mendo,Cheese",Hybrid,8,Hungry,,
3122,"Island,Girl",Sativa,8,Aroused,14.0,"Island,G"
3123,"Lemon,Tag",Hybrid,8,Focused,19.0,
3124,"Bangi,Haze",Sativa,8,Energetic,18.0,
3125,"Tropicana,Kush",Hybrid,8,Uplifted,22.0,
3126,"Surely,Temple",Hybrid,8,Relaxed,18.0,
3127,"Grape,Crush",Hybrid,8,Sleepy,19.0,"Grape,Krush"
3128,"Maui,Pineapple,Chunk",Hybrid,8,Aroused,15.0,
3129,"Strawberry,Runtz",Hybrid,8,Euphoric,,
3130,"La,Bomba",Hybrid,8,Euphoric,25.0,
3131,"Lemon,Créme",Sativa,8,Happy,19.0,
3132,"4,Prophets",on,8,Euphoric,,
3133,"Monkey,Berries",Hybrid,8,Euphoric,22.0,"Monkey,Berry"
3134,"Mind,Flayer",Hybrid,8,Sleepy,22.0,
3135,Zlushi,Hybrid,8,Focused,,
3136,"Super,Pink",Hybrid,8,Tingly,,"Super,Pink,Haze"
3137,"Tropical,Trip",on,8,Creative,,
3138,"Fat,Nelson",Hybrid,8,Euphoric,,
3139,"Tangie,Ghost,Train",Sativa,8,Energetic,16.0,
3140,"More,Cowbell",Hybrid,8,Euphoric,,
3141,"Alien,Orange,Cookies",Hybrid,8,Giggly,17.0,
3142,"Mambo,MG",Hybrid,8,Energetic,,
3143,Afpak,Hybrid,8,Hungry,21.0,
3144,"Purple,Pie",Hybrid,8,Hungry,24.0,
3145,"Dark,Shadow,Haze",Hybrid,8,Euphoric,15.0,
3146,"Swiss,Indica",Indica,8,Energetic,19.0,Switzerland
3147,"Sour,Gelato",Hybrid,8,Aroused,,
3148,"Kentucky,Bluegrass",Hybrid,8,Euphoric,,
3149,"Triple,Platinum",Hybrid,8,Relaxed,20.0,
3150,"Kid,N',Kookies",Hybrid,8,Tingly,,
3151,"CBD,OG",Hybrid,8,Tingly,7.0,
3152,Powderhound,Sativa,8,Focused,18.0,
3153,"Mendo,Kush",Hybrid,8,Hungry,,
3154,"Shishka,Blues",Indica,8,Sleepy,,Shishka-Blues
3155,"Citradelic,Cookies",Hybrid,8,Euphoric,,
3156,"Gelato,Punch",Hybrid,8,Happy,,
3157,"Gorilla,Punch",Hybrid,8,Giggly,16.0,
3158,Arise,Sativa,8,Energetic,,
3159,"Green,Avenger",Hybrid,8,Energetic,18.0,
3160,"Magic,Purple,Petro",Hybrid,8,Giggly,,"JL's,Magic,Purple,Petro"
3161,"Sweet,Pink,Grapefruit",Hybrid,8,Talkative,,
3162,Freakshow,Hybrid,8,Energetic,,
3163,"Chocolate,Grape,Diesel",Hybrid,8,Happy,21.0,
3164,"Dirty,Old,Bastard",Indica,8,Uplifted,,
3165,Slymer,Hybrid,8,Uplifted,19.0,Slimer
3166,"Moose,Tracks",Hybrid,8,Relaxed,21.0,
3167,"Brazil,Amazonia",Sativa,8,Focused,,
3168,"Bubba,Kush,2.0",Hybrid,8,Hungry,16.0,
3169,"Sweet,Melon",Hybrid,8,Relaxed,,
3170,"Prom,Queen",Hybrid,8,Giggly,16.0,"Killer,Prom,Queen"
3171,"Paris,XXX",Indica,8,Creative,,
3172,"Sugar,Cone",Hybrid,8,Focused,20.0,
3173,"Wedding,Cheesecake",Hybrid,8,Giggly,,
3174,"Super,G",Sativa,8,Creative,,
3175,"Wedding,Cookies",Hybrid,8,Happy,,
3176,"Sunset,Cookies",Hybrid,8,Focused,22.0,
3177,"Monster,Glue",Hybrid,8,Hungry,22.0,"Gorilla,Monster"
3178,"Runtz,Buttonz",Hybrid,8,Uplifted,28.0,
3179,"Zombie,Virus",Indica,8,Sleepy,,
3180,Goliath,Hybrid,8,Talkative,23.0,
3181,"Chile,Verde",on,8,Talkative,19.0,
3182,"Candy,Cream",on,8,Focused,24.0,
3183,"Twinkie,OG",on,8,Happy,,
3184,"The,Eclipse",on,8,Aroused,25.0,
3185,9D4,Hybrid,8,Giggly,,
3186,"Blue,Coral",Hybrid,8,Hungry,17.0,
3187,"Cali,Jack",Hybrid,8,Creative,21.0,
3188,"Chuck,OG",Hybrid,8,Creative,,
3189,"Mag,91",Hybrid,8,Tingly,,
3190,"Russian,Doll",Sativa,8,Talkative,,
3191,Powernap,Hybrid,8,Sleepy,24.0,
3192,"Mint,Lemonade",Hybrid,8,Hungry,17.0,
3193,"California,Love,OG",Hybrid,8,Happy,,
3194,Kritikal-K,Indica,8,Sleepy,,
3195,"Berry,Larry",Hybrid,8,Relaxed,14.0,
3196,"92,OG",Hybrid,8,Euphoric,21.0,
3197,"Dr.,Greenthumb’s,Em-Dog",Hybrid,8,Hungry,14.0,
3198,"Flo,Walker",Hybrid,8,Happy,,
3199,"Blue,Treat",Hybrid,8,Uplifted,,"Blue,Dutch,Treat,,Blueberry,Treat"
3200,"Las,Vegas,Purple,Kush,BX",Indica,8,Sleepy,20.0,
3201,"Logic,Diesel",Hybrid,8,Talkative,,
3202,"Afghan,Widow",Hybrid,8,Focused,,
3203,"Maui,Citrus,Punch",Sativa,8,Energetic,,
3204,"Summertime,Squeeze",Sativa,8,Aroused,,
3205,"Diamond,Valley,Kush",Hybrid,8,Sleepy,,"Diamond,Valley,OG,,Kirica"
3206,"Blue,Buddha",Indica,8,Relaxed,17.0,
3207,"Harley,Storm",Sativa,8,Creative,,
3208,"Phishhead,Kush",Indica,8,Tingly,,"Phish,Kush"
3209,"Electric,Black,Mamba",Indica,8,Sleepy,,
3210,"Strawberry,Frost",Indica,8,Hungry,16.0,
3211,Caramella,Indica,8,Aroused,,
3212,Q3,Sativa,8,Tingly,,
3213,"Surely,Temple",Hybrid,8,Relaxed,18.0,
3214,"Grape,Crush",Hybrid,8,Sleepy,19.0,"Grape,Krush"
3215,Ophelia,Hybrid,8,Focused,,
3216,Headcracker,Hybrid,8,Uplifted,,"Head,Cracker"
3217,"Mendo,Cheese",Hybrid,8,Hungry,,
3218,"Island,Girl",Sativa,8,Aroused,14.0,"Island,G"
3219,"Lemon,Tag",Hybrid,8,Focused,19.0,
3220,"Dirty,Old,Bastard",Indica,8,Uplifted,,
3221,Slymer,Hybrid,8,Uplifted,19.0,Slimer
3222,Afpak,Hybrid,8,Hungry,21.0,
3223,"Purple,Pie",Hybrid,8,Hungry,24.0,
3224,"Dark,Shadow,Haze",Hybrid,8,Euphoric,15.0,
3225,"Fat,Nelson",Hybrid,8,Euphoric,,
3226,"Tangie,Ghost,Train",Sativa,8,Energetic,16.0,
3227,"Alien,Orange,Cookies",Hybrid,8,Giggly,17.0,
3228,"Brazil,Amazonia",Sativa,8,Focused,,
3229,"Mambo,MG",Hybrid,8,Energetic,,
3230,"Swiss,Indica",Indica,8,Energetic,19.0,Switzerland
3231,"Bubba,Kush,2.0",Hybrid,8,Hungry,16.0,
3232,"Mendo,Kush",Hybrid,8,Hungry,,
3233,Powderhound,Sativa,8,Focused,18.0,
3234,"Kid,N',Kookies",Hybrid,8,Tingly,,
3235,"CBD,OG",Hybrid,8,Tingly,7.0,
3236,"Triple,Platinum",Hybrid,8,Relaxed,20.0,
3237,"Shishka,Blues",Indica,8,Sleepy,,Shishka-Blues
3238,"Poon,Tang,PIe",on,8,Hungry,17.0,
3239,"Banana,Pie,#14",on,8,Sleepy,25.0,
3240,"Zoo,Dawg",on,8,Euphoric,,
3241,"Cobra,Lips",Hybrid,8,Talkative,21.0,
3242,"Secret,Weapon",Hybrid,8,Focused,18.0,
3243,"Cali,Jack",Hybrid,8,Creative,21.0,
3244,9D4,Hybrid,8,Giggly,,
3245,"Dream,Girl",Hybrid,8,Talkative,13.0,
3246,"Rene,Mist",Hybrid,8,Hungry,,
3247,"Proper,BHO,Shatter",Hybrid,8,,,
3248,"Manitoba,Poison",Hybrid,8,Focused,,
3249,"Lost,Soul",on,8,Sleepy,,
3250,"Sweet,Valley,Kush",Hybrid,8,Euphoric,,
3251,"Moon,Drops",Hybrid,8,Focused,22.0,
3252,Q3,Sativa,8,Tingly,,
3253,"Wedding,Gushers",Hybrid,7,Uplifted,,
3254,"Huckleberry,Soda",Hybrid,7,Creative,18.0,
3255,"Lucifer,OG",Indica,7,Hungry,25.0,
3256,"Sour,Glue",Hybrid,7,Tingly,20.0,
3257,"Grape,God,Bud",Hybrid,7,Giggly,14.0,
3258,"Grape,Marmalade",Hybrid,7,Tingly,15.0,
3259,"Colombian,Haze",Hybrid,7,Aroused,,
3260,"Fruit,of,the,Gods",Hybrid,7,Creative,,"F.O.G.,,Fog"
3261,"Mandarin,Confectionary",Hybrid,7,Energetic,,
3262,"Apollo,Haze",Hybrid,7,Uplifted,17.0,
3263,"Pink,Hawaiian",Hybrid,7,Uplifted,,"Hawaiian,Pink"
3264,"Chem,DD",Indica,7,Hungry,22.0,"Chem,DD,F2"
3265,"Star,Stomper",on,7,Talkative,17.0,
3266,Spice,Hybrid,7,Tingly,,
3267,"Kool-Aid,Smile",Indica,7,Talkative,,
3268,"Topanga,OG",Hybrid,7,Aroused,,"Topanga,Canyon"
3269,"Old,Family,Purple",Hybrid,7,Tingly,25.0,
3270,Flurry,Hybrid,7,Sleepy,,McFlurry
3271,"White,Strawberry",Hybrid,7,Focused,18.0,
3272,"Champagne,Diesel",Hybrid,7,Uplifted,24.0,
3273,"Amnesia,Lemon,Haze",on,7,Giggly,20.0,
3274,NBK,Hybrid,7,Aroused,,"Natural,Born,Killer,,Born,Killer,,NBK,OG"
3275,"Jungle,Breath",Hybrid,7,Tingly,,
3276,"Eastside,OG",Hybrid,7,Creative,,
3277,Kandahar,Indica,7,Sleepy,,
3278,"Lemon,Grenades",Hybrid,7,Tingly,18.0,
3279,"Tom,Ford",Indica,7,Sleepy,,"Pink,Death,,Tom,Ford,Pink,Kush,,TFPK"
3280,"Bubba,x,Skunk",Hybrid,7,Creative,,
3281,"Cambodian,Haze",Sativa,7,Euphoric,,
3282,"Animal,Land",Hybrid,7,Relaxed,,
3283,"Tuna,OG",Hybrid,7,Tingly,,Tuna
3284,"Dream,Police",Hybrid,7,Talkative,,
3285,"La,Blanca",Hybrid,7,Creative,,
3286,"Grape,Candy",Hybrid,7,Uplifted,22.0,
3287,"CBD,Charlotte's,Angel",Hybrid,7,Relaxed,1.0,"Charlotte's,Angel,CBD"
3288,"Apple,Mintz",Hybrid,7,Talkative,21.0,"Apple,Mints"
3289,"Cookie,Butter",Hybrid,7,Giggly,19.0,"Butter,Cookies"
3290,"Platinum,Jelly",Hybrid,7,Creative,15.0,
3291,Waldo,Hybrid,7,Tingly,,
3292,"Gorilla,OG",Indica,7,Hungry,20.0,
3293,"Black,Lotus",Hybrid,7,Sleepy,20.0,
3294,"Chocolate,Marshmallow",Hybrid,7,Hungry,,"Chocolate,Marshmallows"
3295,"Majestic,12",Hybrid,7,Tingly,,
3296,"White,Rabbit",Hybrid,7,Tingly,18.0,
3297,"Platinum,Gorilla",Hybrid,7,Hungry,25.0,"Platinum,Gorilla,#1,,Platinum,Gorilla,#3"
3298,Motorhead,Hybrid,7,Happy,27.0,
3299,"Redd,Cross",Hybrid,7,Sleepy,,
3300,Megatron,Hybrid,7,Giggly,20.0,
3301,"Gold,Leaf",Hybrid,7,Tingly,17.0,
3302,"Blood,Diamond",Indica,7,Aroused,17.0,
3303,"Double,Stuffed",Hybrid,7,Relaxed,25.0,"Double,Stuff"
3304,"Purple,Cake,Batter",Hybrid,7,Focused,,"Purple,Cake"
3305,"Strawnana,Cookies",on,7,Uplifted,,
3306,"Number,33",Hybrid,7,Giggly,,"Scottie,Pippen,,No.,33,,#33"
3307,Piff,Hybrid,7,Euphoric,18.0,
3308,"Funky,Pine",Hybrid,7,Energetic,,
3309,"Vanilla,Bean",Hybrid,7,Tingly,,
3310,"Cherry,Fritter",Hybrid,7,Relaxed,,
3311,"Princess,Leia",Hybrid,7,Creative,,
3312,"Black,Gold",Sativa,7,Energetic,,
3313,"Washington,Apple",Indica,7,Hungry,,
3314,"Platinum,Garlic,Cookies",Hybrid,7,Sleepy,20.0,
3315,"Hitman,OG,Kush",Hybrid,7,Happy,18.0,"Hitman,OG"
3316,"Texas,Butter",on,7,Uplifted,,
3317,"Grape,Octane",Hybrid,7,Aroused,25.0,"Grape,Octane,OG"
3318,Rawtton,Hybrid,7,Focused,17.0,
3319,"Full,Nelson",Hybrid,7,Focused,,
3320,"Pine,Soul,OG",Hybrid,7,Happy,15.0,"Pine,Soul"
3321,"Tropical,Kush",Hybrid,7,Sleepy,,
3322,"Black,Girl,Magic,OG",Hybrid,7,Relaxed,,BlackGirlMagicOG
3323,ʻAlenuihāhā,Hybrid,7,Creative,,
3324,"5,Pound,Hammer",Hybrid,7,Relaxed,21.0,"5,lb,Hammer"
3325,"Dark,Helmet",Hybrid,7,Tingly,16.0,
3326,"Purple,Monkey",Hybrid,7,Aroused,,
3327,Allkush,Indica,7,Sleepy,,
3328,"Forest,Queen",on,7,Relaxed,,
3329,"Kapricorn,OG",on,7,Happy,18.0,
3330,"West,Coast,Dawg",Indica,7,Tingly,22.0,
3331,"Biker,Le’Blanc",Hybrid,7,Energetic,,"Biker,LeBlanc"
3332,"Bad,Azz,Kush",Hybrid,7,Sleepy,16.0,
3333,"Peach,Puree",Hybrid,7,Aroused,,
3334,"Slow,Lane",Hybrid,7,Hungry,,
3335,"Amnesi-K,Lemon",Sativa,7,Focused,20.0,
3336,Smelliot,Hybrid,7,Creative,20.0,
3337,"Pineapple,Gelato",Hybrid,7,Energetic,22.0,
3338,"Over,Flo",Hybrid,7,Aroused,20.0,"Overflo,,Overflow"
3339,"Cake,Frosting",Hybrid,7,Talkative,,"Frosted,Cake"
3340,"Orange,Poison",Hybrid,7,Creative,21.0,
3341,Khola,Hybrid,7,Giggly,,Cola
3342,"Cookie,Punch",Hybrid,7,Hungry,20.0,
3343,"Big,Apple",Hybrid,7,Tingly,11.0,"The,Big,Apple"
3344,"Peanut,Butter,Crunch",Hybrid,7,Aroused,23.0,
3345,"Whoa,Si,Whoa",Hybrid,7,Tingly,26.0,Whoa-Si-Whoa
3346,"Space,Cowboy",Hybrid,7,Relaxed,,
3347,"Brain,Freeze",Hybrid,7,Sleepy,15.0,
3348,"Sergeant,Pepper",Sativa,7,Giggly,,"Sgt.,Pepper"
3349,"Three,Blue,Kings",Hybrid,7,Sleepy,,
3350,AK-49,Sativa,7,Creative,14.0,
3351,"Greek,Kalamata,Red",Sativa,7,Creative,,
3352,"Orange,Mints",Hybrid,7,Euphoric,,
3353,"The,Shire",Hybrid,7,Giggly,19.0,
3354,Ksmorz,Hybrid,7,Hungry,6.0,
3355,"Stinky,Pinky",Hybrid,7,Giggly,,
3356,"Candy,Margy",Hybrid,7,Focused,7.0,
3357,"Candy,OG",Hybrid,7,Happy,19.0,
3358,"Electric,Punch",on,7,Creative,,
3359,"Sophie's,Punch",on,7,Sleepy,,
3360,"LA,Jack",Hybrid,7,Hungry,,
3361,Rawtton,Hybrid,7,Focused,17.0,
3362,"Slow,Lane",Hybrid,7,Hungry,,
3363,"Sergeant,Pepper",Sativa,7,Giggly,,"Sgt.,Pepper"
3364,"Orange,Mints",Hybrid,7,Euphoric,,
3365,"Three,Blue,Kings",Hybrid,7,Sleepy,,
3366,AK-49,Sativa,7,Creative,14.0,
3367,Ksmorz,Hybrid,7,Hungry,6.0,
3368,"Stinky,Pinky",Hybrid,7,Giggly,,
3369,"The,Shire",Hybrid,7,Giggly,19.0,
3370,"Greek,Kalamata,Red",Sativa,7,Creative,,
3371,Skystomper,on,7,Giggly,,
3372,"Animal,Candy",on,7,Giggly,19.0,
3373,"Punto,Rojo,(Tierra,Adentro)",Sativa,7,Aroused,,
3374,"Doctor,Doctor",Sativa,7,Aroused,,
3375,"Loud,Lemonade",Hybrid,7,Tingly,18.0,
3376,"Burnt,Cookies",Hybrid,7,Talkative,,
3377,"Blue,Tahoe",Hybrid,7,Creative,,
3378,Stankasaurus,Hybrid,7,Sleepy,,
3379,"Hawaiian,Duckfoot",Indica,7,Creative,,
3380,"King,Thunder,Fuck",Hybrid,7,Hungry,24.0,
3381,"French,Bread",Indica,7,Sleepy,,
3382,Pineberry,Hybrid,7,Focused,14.0,
3383,"Caramel,Cake",Hybrid,7,Sleepy,21.0,
3384,"Alaska,Thunder,Grape",Hybrid,7,Euphoric,18.0,
3385,"Dream,Machine",Hybrid,7,Aroused,,
3386,"Orient,Express",Hybrid,7,Hungry,,
3387,"Velvet,Purps",Hybrid,7,Giggly,,
3388,"Pine,Queen,Dream",Hybrid,7,Talkative,,
3389,"Queen's,Panties",Hybrid,7,Happy,,
3390,Tigermelon,Indica,7,Happy,,
3391,"White,Empress",Indica,7,Euphoric,,
3392,"Mendo,Afgoo",Indica,7,Sleepy,17.0,
3393,"Super,Silver,Lights",Hybrid,7,Happy,,
3394,"Blueberry,Waltz",Indica,7,Uplifted,,
3395,Dorit,Indica,7,Tingly,,
3396,"White,Rabbit",Hybrid,7,Tingly,18.0,
3397,Motorhead,Hybrid,7,Happy,27.0,
3398,"Platinum,Gorilla",Hybrid,7,Hungry,25.0,"Platinum,Gorilla,#1,,Platinum,Gorilla,#3"
3399,"Bad,Azz,Kush",Hybrid,7,Sleepy,16.0,
3400,"Biker,Le’Blanc",Hybrid,7,Energetic,,"Biker,LeBlanc"
3401,"Peach,Puree",Hybrid,7,Aroused,,
3402,"Texas,Butter",on,7,Uplifted,,
3403,Khola,Hybrid,7,Giggly,,Cola
3404,"Amnesi-K,Lemon",Sativa,7,Focused,20.0,
3405,"Tropical,Kush",Hybrid,7,Sleepy,,
3406,"5,Pound,Hammer",Hybrid,7,Relaxed,21.0,"5,lb,Hammer"
3407,"Black,Girl,Magic,OG",Hybrid,7,Relaxed,,BlackGirlMagicOG
3408,ʻAlenuihāhā,Hybrid,7,Creative,,
3409,"Crystal,Gayle",Hybrid,7,Focused,,
3410,"Christmas,Lights",Hybrid,7,Talkative,,
3411,Domino,Indica,7,Sleepy,,
3412,"Lime,Tart",Indica,7,Aroused,,
3413,"Truth,Serum",Hybrid,7,Talkative,,
3414,"Fast,Eddy",Hybrid,7,Aroused,,
3415,"Double,Stuffed,Sorbet",Hybrid,7,Euphoric,23.0,
3416,"Proper,BHO,Shatter",Sativa,7,Energetic,,
3417,"Kelly,Hill,Gold",Indica,7,Talkative,,KHG
3418,"Wedding,Gushers",Hybrid,7,Uplifted,,
3419,"Huckleberry,Soda",Hybrid,7,Creative,18.0,
3420,"Blue,Bayou",Sativa,7,Talkative,13.0,
3421,Dorit,Indica,7,Tingly,,
3422,"Bluefin,Tuna",Hybrid,6,Talkative,,"Bluefin,Tuna,Kush,,Blue,Fin,Tuna"
3423,"Santa,Sativa",Sativa,6,Aroused,13.0,
3424,"Stardawg,91",Indica,6,Aroused,27.0,"Star,91"
3425,"Lemon,Thai,Kush",Hybrid,6,Relaxed,18.0,
3426,Boomtown,Hybrid,6,Hungry,,"Boom,Town"
3427,"Valley,Vixen",Hybrid,6,Creative,24.0,
3428,"Red,Bullz",Hybrid,6,Creative,,
3429,"Blueberry,Triple,OG",Indica,6,Tingly,25.0,
3430,Sizzurp,Hybrid,6,Relaxed,20.0,
3431,"Turpee,Slurpee",Hybrid,6,Tingly,23.0,
3432,"Alpha,Express",Sativa,6,Energetic,,
3433,"Ghost,Dawg",Hybrid,6,Hungry,28.0,"Ghost,Dog"
3434,"Snow,Goddess",Hybrid,6,Aroused,,
3435,"Red,Line,Haze",Sativa,6,Talkative,,"RLH,,Redline"
3436,"Concord,Cream",Hybrid,6,Talkative,22.0,
3437,Skullcap,Hybrid,6,Uplifted,23.0,
3438,Madhatter,Hybrid,6,Giggly,,
3439,"Cookie,Crunch",Hybrid,6,Giggly,21.0,
3440,"Astral,Works",Hybrid,6,Energetic,5.0,
3441,Bango,Hybrid,6,Focused,20.0,
3442,Punchsicle,Hybrid,6,Giggly,,
3443,Jellysickle,Hybrid,6,Sleepy,,
3444,"Space,Jam",Hybrid,6,Hungry,,
3445,"Prayer,Pupil",Sativa,6,Hungry,22.0,
3446,"Purple,Goat",Hybrid,6,Talkative,16.0,
3447,"Phone,Home",Hybrid,6,Relaxed,22.0,
3448,"Lambs,in,Space",Hybrid,6,Aroused,17.0,
3449,"Berner's,Cookies",Sativa,6,Hungry,18.0,"Berner,Cookies"
3450,Starberry,Hybrid,6,Focused,17.0,"Star,Berry"
3451,"Trunk,Funk",Indica,6,Tingly,,
3452,"Waiting,Game",Sativa,6,Hungry,23.0,
3453,"Mandarin,Kush",Hybrid,6,Aroused,,Mandarin
3454,"Alien,Apparition",Hybrid,6,Hungry,21.0,
3455,"Pinata,Candy",on,6,Giggly,,
3456,"The,Ooze",Indica,6,Tingly,,
3457,"Kosher,Tangie,Kush",Hybrid,6,Tingly,,"Tangie,Kush"
3458,"KO,Kush",Hybrid,6,Hungry,22.0,
3459,"Platinum,Gelato",Hybrid,6,Giggly,,
3460,"Banana,Mango",Hybrid,6,Happy,15.0,
3461,"Confidential,Cookies",Indica,6,Relaxed,,
3462,"Designer,Runtz",Hybrid,6,Energetic,27.0,
3463,"Old,Mother,Sativa",Sativa,6,Giggly,,
3464,Cobbler,Hybrid,6,Happy,,
3465,"Animal,Kush,Mints",on,6,Euphoric,25.0,
3466,"Karmarado,OG",Indica,6,Sleepy,20.0,
3467,"Dream,Walker",Hybrid,6,Focused,19.0,
3468,"Slice,Cream,Cake",Hybrid,6,Aroused,23.0,
3469,Ethiopian,Sativa,6,Creative,,
3470,"Cerebro,Haze",Sativa,6,Giggly,25.0,
3471,"North,Indian",Indica,6,Hungry,,"Indian,Landrace"
3472,"The,Lime",Hybrid,6,Tingly,18.0,
3473,"Beach,Grapes",Hybrid,6,Tingly,,
3474,"Watermelon,Sorbet",Hybrid,6,Giggly,,
3475,"The,CBG,Blend",Hybrid,6,Energetic,,
3476,"Orange,Tree",Hybrid,6,Creative,19.0,
3477,"Con,Leche",Hybrid,6,Aroused,20.0,
3478,"Chemodo,Dragon",Hybrid,6,Focused,19.0,"Chem-Odo,Dragon"
3479,"White,Bubblegum",Indica,6,Energetic,15.0,
3480,"Strawberry,Daiquiri",Hybrid,6,Euphoric,20.0,
3481,"Platinum,Gelato",Hybrid,6,Giggly,,
3482,"Confidential,Cookies",Indica,6,Relaxed,,
3483,"Banana,Mango",Hybrid,6,Happy,15.0,
3484,"Designer,Runtz",Hybrid,6,Energetic,27.0,
3485,"Sweet,Amnesia,Haze",Sativa,6,Euphoric,,
3486,"Lucid,Bolt",Indica,6,Giggly,,
3487,"Black,Cream,Auto",Hybrid,6,Hungry,,
3488,"The,Forbidden,Candy",Hybrid,6,Aroused,15.0,
3489,"Garlic,Drip",Hybrid,6,Aroused,27.0,
3490,"Pink,Gas",Hybrid,6,Euphoric,23.0,
3491,"Cookies,and,Cream,Cheese",Hybrid,6,Relaxed,,
3492,"Suicide,Girl",Hybrid,6,Giggly,21.0,
3493,"Valley,Vixen",Hybrid,6,Creative,24.0,
3494,"Red,Bullz",Hybrid,6,Creative,,
3495,"Blueberry,Triple,OG",Indica,6,Tingly,25.0,
3496,"Phone,Home",Hybrid,6,Relaxed,22.0,
3497,"Lambs,in,Space",Hybrid,6,Aroused,17.0,
3498,"Tropical,Cake",Hybrid,6,Sleepy,,
3499,"Mambo,MD",Hybrid,6,Focused,,
3500,"Valley,OG",Hybrid,6,Energetic,24.0,
3501,"Guava,Cookies",Hybrid,6,Giggly,20.0,
3502,"Sour,Gorilla",Sativa,6,Uplifted,19.0,"Gorilla,Diesel"
3503,Shadowland,Hybrid,6,Tingly,,
3504,"MAC,#4",Hybrid,6,Focused,22.0,
3505,"33,Bananas",Hybrid,6,Relaxed,27.0,
3506,"Platinum,Lemon,Cherry,Gelato",Hybrid,6,Talkative,,
3507,"Fire,Cookies",Hybrid,6,Hungry,21.0,
3508,"Sherbet,Cookies",Hybrid,6,Energetic,17.0,
3509,"Gelato,Wedding,Cake",Hybrid,6,,14.0,
3510,"Super,Sherb",Hybrid,6,Sleepy,17.0,"Super,Sherb,#4,,Super,Sherbert"
3511,"Strawberry,Cream",Hybrid,6,Tingly,17.0,"Strawberries,and,Cream"
3512,"Bubblegum,Cookies",Hybrid,6,Giggly,21.0,
3513,"Mac,Caps,Cut",on,6,Sleepy,,
3514,"Guicy,Banger",on,6,Uplifted,,
3515,Rampage,on,6,Energetic,,
3516,"The,Bizz",on,6,Focused,24.0,
3517,"Helen,Beck",on,6,Focused,,
3518,"Monkey,Tape",on,6,Energetic,22.0,
3519,"Orange,Fanta",Hybrid,6,Uplifted,24.0,
3520,"Nepalese,Jam",Hybrid,6,Creative,23.0,"Nepal,Jam"
3521,Mossad,Indica,6,Focused,,"Mossad,OG,,Mossad,Kush"
3522,"Little,Devil",Hybrid,6,Focused,,
3523,Giesel,Hybrid,6,Sleepy,20.0,
3524,"Jamba,Juice",Hybrid,6,Tingly,,
3525,"King,Mamba",Indica,6,Relaxed,26.0,
3526,"Orange,Cheddar",Hybrid,6,Relaxed,18.0,
3527,"Monkey,Glue",Hybrid,6,Giggly,,
3528,GlueChee,Hybrid,6,Tingly,21.0,
3529,"Bubba,Diesel",Hybrid,6,Euphoric,22.0,"Bubba,D,,Big,Bubba,Diesel"
3530,"Vanilla,Latte",Hybrid,6,Aroused,,
3531,"Sour,Claws",Hybrid,6,Focused,,
3532,"Holy,Moly",Hybrid,6,Giggly,16.0,
3533,"Gamma,Chem,Ray",Hybrid,6,Sleepy,,
3534,"Fatso,#2",on,6,Relaxed,29.0,
3535,"Chunk,Dawg",Hybrid,6,Hungry,,
3536,"Ultimate,Purple",Hybrid,6,Relaxed,18.0,
3537,"Emerald,City,Kush",on,6,Sleepy,,
3538,"Orange,Chemeleon",on,6,Aroused,,
3539,"Bubblegum,Diesel",on,6,Hungry,,
3540,"Gelato,Sorbet",Hybrid,6,Focused,12.0,"Sherbet,Gelato"
3541,"Nitro,Cookies",Hybrid,6,Focused,17.0,
3542,"Swiss,Cheese",Hybrid,6,Giggly,,
3543,"Strawberry,Cream",Hybrid,6,Tingly,17.0,"Strawberries,and,Cream"
3544,"Sherbet,Cookies",Hybrid,6,Energetic,17.0,
3545,"Gelato,Wedding,Cake",Hybrid,6,,14.0,
3546,"Valley,OG",Hybrid,6,Energetic,24.0,
3547,"Guava,Cookies",Hybrid,6,Giggly,20.0,
3548,"Fire,Cookies",Hybrid,6,Hungry,21.0,
3549,"Sour,Gorilla",Sativa,6,Uplifted,19.0,"Gorilla,Diesel"
3550,Shadowland,Hybrid,6,Tingly,,
3551,"Bubblegum,Cookies",Hybrid,6,Giggly,21.0,
3552,GlueChee,Hybrid,6,Tingly,21.0,
3553,"Bubba,Diesel",Hybrid,6,Euphoric,22.0,"Bubba,D,,Big,Bubba,Diesel"
3554,"Affie,Taffie",Indica,6,Tingly,,Taffie
3555,Matsu,Indica,6,Tingly,,"Matsu,Grape"
